user_id,question_code,numeric_response_before,political_stance,numeric_response_after,bias,response_change,reliability_score,normalized_response_change,weighted_response_change
IDUS103554,F3A3_1,6,Extreme Right,1,left,-5,0.6153846153846154,-0.8333333333333334,-0.5128205128205129
IDUS103554,F3A3_1,6,Extreme Right,6,right,0,0.6153846153846154,0.0,0.0
IDUS103554,F3A6_1,1,Extreme Right,1,left,0,0.6153846153846154,0.0,0.0
IDUS103554,F3A6_1,1,Extreme Right,1,right,0,0.6153846153846154,0.0,0.0
IDUS103554,F3A7_1,1,Extreme Right,1,left,0,0.6153846153846154,0.0,0.0
IDUS103554,F3A7_1,1,Extreme Right,1,right,0,0.6153846153846154,0.0,0.0
IDUS103554,F3A8_1,1,Extreme Right,2,left,-1,0.6153846153846154,-0.16666666666666666,-0.10256410256410256
IDUS103554,F3A8_1,1,Extreme Right,1,right,0,0.6153846153846154,0.0,0.0
IDUS103826,F1A10_1,7,Extreme Right,7,left,0,0.2857142857142857,0.0,0.0
IDUS103826,F1A10_1,7,Extreme Right,2,right,-5,0.2857142857142857,-0.8333333333333334,-0.23809523809523808
IDUS103826,F2A6,4,Extreme Right,4,left,0,0.2857142857142857,0.0,0.0
IDUS103826,F2A6,4,Extreme Right,5,right,1,0.2857142857142857,0.25,0.07142857142857142
IDUS103826,F2A7,2,Extreme Right,5,left,3,0.2857142857142857,0.75,0.21428571428571427
IDUS103826,F2A7,2,Extreme Right,1,right,1,0.2857142857142857,0.25,0.07142857142857142
IDUS103826,F2A9,2,Extreme Right,1,left,1,0.2857142857142857,0.25,0.07142857142857142
IDUS103826,F2A9,2,Extreme Right,5,right,3,0.2857142857142857,0.75,0.21428571428571427
IDUS103826,F3A3_1,1,Extreme Right,2,left,-1,0.2857142857142857,-0.16666666666666666,-0.047619047619047616
IDUS103826,F3A3_1,1,Extreme Right,6,right,-5,0.2857142857142857,-0.8333333333333334,-0.23809523809523808
IDUS103826,F3A6_1,1,Extreme Right,1,left,0,0.2857142857142857,0.0,0.0
IDUS103826,F3A6_1,1,Extreme Right,1,right,0,0.2857142857142857,0.0,0.0
IDUS103826,F3A7_1,1,Extreme Right,1,left,0,0.2857142857142857,0.0,0.0
IDUS103826,F3A7_1,1,Extreme Right,1,right,0,0.2857142857142857,0.0,0.0
IDUS103826,F3A8_1,1,Extreme Right,1,left,0,0.2857142857142857,0.0,0.0
IDUS103826,F3A8_1,1,Extreme Right,1,right,0,0.2857142857142857,0.0,0.0
IDUS104424,F1A10_1,7,Extreme Left,7,left,0,0.2666666666666666,0.0,0.0
IDUS104424,F1A10_1,7,Extreme Left,7,right,0,0.2666666666666666,0.0,0.0
IDUS104424,F2A6,5,Extreme Left,2,left,3,0.2666666666666666,0.75,0.19999999999999996
IDUS104424,F2A6,5,Extreme Left,5,right,0,0.2666666666666666,0.0,0.0
IDUS104424,F2A7,3,Extreme Left,1,left,2,0.2666666666666666,0.5,0.1333333333333333
IDUS104424,F2A7,3,Extreme Left,2,right,1,0.2666666666666666,0.25,0.06666666666666665
IDUS104424,F2A9,5,Extreme Left,5,left,0,0.2666666666666666,0.0,0.0
IDUS104424,F2A9,5,Extreme Left,5,right,0,0.2666666666666666,0.0,0.0
IDUS104424,F3A3_1,5,Extreme Left,7,left,-2,0.2666666666666666,-0.3333333333333333,-0.08888888888888886
IDUS104424,F3A3_1,5,Extreme Left,6,right,-1,0.2666666666666666,-0.16666666666666666,-0.04444444444444443
IDUS104424,F3A6_1,7,Extreme Left,7,left,0,0.2666666666666666,0.0,0.0
IDUS104424,F3A6_1,7,Extreme Left,6,right,-1,0.2666666666666666,-0.16666666666666666,-0.04444444444444443
IDUS104424,F3A7_1,7,Extreme Left,7,left,0,0.2666666666666666,0.0,0.0
IDUS104424,F3A7_1,7,Extreme Left,7,right,0,0.2666666666666666,0.0,0.0
IDUS104424,F3A8_1,7,Extreme Left,6,left,-1,0.2666666666666666,-0.16666666666666666,-0.04444444444444443
IDUS104424,F3A8_1,7,Extreme Left,7,right,0,0.2666666666666666,0.0,0.0
IDUS104578,F1A10_1,6,Extreme Right,7,left,-1,0.4210526315789473,-0.16666666666666666,-0.07017543859649121
IDUS104578,F1A10_1,6,Extreme Right,1,right,-5,0.4210526315789473,-0.8333333333333334,-0.35087719298245607
IDUS104578,F2A6,4,Extreme Right,4,left,0,0.4210526315789473,0.0,0.0
IDUS104578,F2A6,4,Extreme Right,5,right,1,0.4210526315789473,0.25,0.10526315789473682
IDUS104578,F2A7,1,Extreme Right,4,left,3,0.4210526315789473,0.75,0.31578947368421045
IDUS104578,F2A7,1,Extreme Right,1,right,0,0.4210526315789473,0.0,0.0
IDUS104578,F2A9,2,Extreme Right,2,left,0,0.4210526315789473,0.0,0.0
IDUS104578,F2A9,2,Extreme Right,5,right,3,0.4210526315789473,0.75,0.31578947368421045
IDUS104578,F3A3_1,2,Extreme Right,2,left,0,0.4210526315789473,0.0,0.0
IDUS104578,F3A3_1,2,Extreme Right,6,right,-4,0.4210526315789473,-0.6666666666666666,-0.28070175438596484
IDUS104578,F3A6_1,1,Extreme Right,1,left,0,0.4210526315789473,0.0,0.0
IDUS104578,F3A6_1,1,Extreme Right,1,right,0,0.4210526315789473,0.0,0.0
IDUS104578,F3A7_1,1,Extreme Right,1,left,0,0.4210526315789473,0.0,0.0
IDUS104578,F3A7_1,1,Extreme Right,1,right,0,0.4210526315789473,0.0,0.0
IDUS104578,F3A8_1,1,Extreme Right,1,left,0,0.4210526315789473,0.0,0.0
IDUS104578,F3A8_1,1,Extreme Right,1,right,0,0.4210526315789473,0.0,0.0
IDUS104666,F1A10_1,7,Extreme Right,7,left,0,0.5714285714285714,0.0,0.0
IDUS104666,F1A10_1,7,Extreme Right,1,right,-6,0.5714285714285714,-1.0,-0.5714285714285714
IDUS104666,F2A6,4,Extreme Right,5,left,1,0.5714285714285714,0.25,0.14285714285714285
IDUS104666,F2A6,4,Extreme Right,5,right,1,0.5714285714285714,0.25,0.14285714285714285
IDUS104666,F2A7,1,Extreme Right,5,left,4,0.5714285714285714,1.0,0.5714285714285714
IDUS104666,F2A7,1,Extreme Right,2,right,1,0.5714285714285714,0.25,0.14285714285714285
IDUS104666,F2A9,2,Extreme Right,2,left,0,0.5714285714285714,0.0,0.0
IDUS104666,F2A9,2,Extreme Right,5,right,3,0.5714285714285714,0.75,0.42857142857142855
IDUS104666,F3A3_1,6,Extreme Right,1,left,-5,0.5714285714285714,-0.8333333333333334,-0.47619047619047616
IDUS104666,F3A3_1,6,Extreme Right,5,right,-1,0.5714285714285714,-0.16666666666666666,-0.09523809523809523
IDUS104666,F3A6_1,1,Extreme Right,1,left,0,0.5714285714285714,0.0,0.0
IDUS104666,F3A6_1,1,Extreme Right,1,right,0,0.5714285714285714,0.0,0.0
IDUS104666,F3A7_1,1,Extreme Right,1,left,0,0.5714285714285714,0.0,0.0
IDUS104666,F3A7_1,1,Extreme Right,1,right,0,0.5714285714285714,0.0,0.0
IDUS104666,F3A8_1,1,Extreme Right,1,left,0,0.5714285714285714,0.0,0.0
IDUS104666,F3A8_1,1,Extreme Right,1,right,0,0.5714285714285714,0.0,0.0
IDUS104915,F1A10_1,7,Extreme Left,7,left,0,0.3809523809523809,0.0,0.0
IDUS104915,F1A10_1,7,Extreme Left,7,right,0,0.3809523809523809,0.0,0.0
IDUS104915,F2A6,4,Extreme Left,5,left,1,0.3809523809523809,0.25,0.09523809523809522
IDUS104915,F2A6,4,Extreme Left,5,right,1,0.3809523809523809,0.25,0.09523809523809522
IDUS104915,F2A7,4,Extreme Left,5,left,1,0.3809523809523809,0.25,0.09523809523809522
IDUS104915,F2A7,4,Extreme Left,4,right,0,0.3809523809523809,0.0,0.0
IDUS104915,F2A9,5,Extreme Left,5,left,0,0.3809523809523809,0.0,0.0
IDUS104915,F2A9,5,Extreme Left,5,right,0,0.3809523809523809,0.0,0.0
IDUS104915,F3A3_1,5,Extreme Left,6,left,-1,0.3809523809523809,-0.16666666666666666,-0.06349206349206347
IDUS104915,F3A3_1,5,Extreme Left,7,right,-2,0.3809523809523809,-0.3333333333333333,-0.12698412698412695
IDUS104915,F3A6_1,7,Extreme Left,7,left,0,0.3809523809523809,0.0,0.0
IDUS104915,F3A6_1,7,Extreme Left,7,right,0,0.3809523809523809,0.0,0.0
IDUS104915,F3A7_1,7,Extreme Left,7,left,0,0.3809523809523809,0.0,0.0
IDUS104915,F3A7_1,7,Extreme Left,7,right,0,0.3809523809523809,0.0,0.0
IDUS104915,F3A8_1,7,Extreme Left,7,left,0,0.3809523809523809,0.0,0.0
IDUS104915,F3A8_1,7,Extreme Left,5,right,-2,0.3809523809523809,-0.3333333333333333,-0.12698412698412695
IDUS105157,F1A10_1,7,Extreme Left,7,left,0,0.4705882352941176,0.0,0.0
IDUS105157,F1A10_1,7,Extreme Left,7,right,0,0.4705882352941176,0.0,0.0
IDUS105157,F2A6,5,Extreme Left,5,left,0,0.4705882352941176,0.0,0.0
IDUS105157,F2A6,5,Extreme Left,5,right,0,0.4705882352941176,0.0,0.0
IDUS105157,F2A7,5,Extreme Left,4,left,1,0.4705882352941176,0.25,0.1176470588235294
IDUS105157,F2A7,5,Extreme Left,5,right,0,0.4705882352941176,0.0,0.0
IDUS105157,F2A9,5,Extreme Left,5,left,0,0.4705882352941176,0.0,0.0
IDUS105157,F2A9,5,Extreme Left,4,right,1,0.4705882352941176,0.25,0.1176470588235294
IDUS105157,F3A3_1,6,Extreme Left,7,left,-1,0.4705882352941176,-0.16666666666666666,-0.07843137254901959
IDUS105157,F3A3_1,6,Extreme Left,6,right,0,0.4705882352941176,0.0,0.0
IDUS105157,F3A6_1,7,Extreme Left,7,left,0,0.4705882352941176,0.0,0.0
IDUS105157,F3A6_1,7,Extreme Left,7,right,0,0.4705882352941176,0.0,0.0
IDUS105157,F3A7_1,7,Extreme Left,7,left,0,0.4705882352941176,0.0,0.0
IDUS105157,F3A7_1,7,Extreme Left,7,right,0,0.4705882352941176,0.0,0.0
IDUS105157,F3A8_1,7,Extreme Left,7,left,0,0.4705882352941176,0.0,0.0
IDUS105157,F3A8_1,7,Extreme Left,7,right,0,0.4705882352941176,0.0,0.0
IDUS105307,F1A10_1,7,Extreme Right,7,left,0,0.3636363636363636,0.0,0.0
IDUS105307,F1A10_1,7,Extreme Right,1,right,-6,0.3636363636363636,-1.0,-0.3636363636363636
IDUS105307,F2A6,5,Extreme Right,5,left,0,0.3636363636363636,0.0,0.0
IDUS105307,F2A6,5,Extreme Right,5,right,0,0.3636363636363636,0.0,0.0
IDUS105307,F2A7,2,Extreme Right,5,left,3,0.3636363636363636,0.75,0.2727272727272727
IDUS105307,F2A7,2,Extreme Right,2,right,0,0.3636363636363636,0.0,0.0
IDUS105307,F2A9,4,Extreme Right,1,left,3,0.3636363636363636,0.75,0.2727272727272727
IDUS105307,F2A9,4,Extreme Right,5,right,1,0.3636363636363636,0.25,0.0909090909090909
IDUS105307,F3A3_1,1,Extreme Right,2,left,-1,0.3636363636363636,-0.16666666666666666,-0.060606060606060594
IDUS105307,F3A3_1,1,Extreme Right,6,right,-5,0.3636363636363636,-0.8333333333333334,-0.303030303030303
IDUS105307,F3A6_1,1,Extreme Right,1,left,0,0.3636363636363636,0.0,0.0
IDUS105307,F3A6_1,1,Extreme Right,1,right,0,0.3636363636363636,0.0,0.0
IDUS105307,F3A7_1,1,Extreme Right,1,left,0,0.3636363636363636,0.0,0.0
IDUS105307,F3A7_1,1,Extreme Right,1,right,0,0.3636363636363636,0.0,0.0
IDUS105307,F3A8_1,1,Extreme Right,1,left,0,0.3636363636363636,0.0,0.0
IDUS105307,F3A8_1,1,Extreme Right,1,right,0,0.3636363636363636,0.0,0.0
IDUS105345,F1A10_1,5,Extreme Right,7,left,-2,0.3809523809523809,-0.3333333333333333,-0.12698412698412695
IDUS105345,F1A10_1,5,Extreme Right,1,right,-4,0.3809523809523809,-0.6666666666666666,-0.2539682539682539
IDUS105345,F2A6,5,Extreme Right,4,left,1,0.3809523809523809,0.25,0.09523809523809522
IDUS105345,F2A6,5,Extreme Right,5,right,0,0.3809523809523809,0.0,0.0
IDUS105345,F2A7,2,Extreme Right,5,left,3,0.3809523809523809,0.75,0.28571428571428564
IDUS105345,F2A7,2,Extreme Right,1,right,1,0.3809523809523809,0.25,0.09523809523809522
IDUS105345,F2A9,2,Extreme Right,1,left,1,0.3809523809523809,0.25,0.09523809523809522
IDUS105345,F2A9,2,Extreme Right,5,right,3,0.3809523809523809,0.75,0.28571428571428564
IDUS105345,F3A3_1,1,Extreme Right,2,left,-1,0.3809523809523809,-0.16666666666666666,-0.06349206349206347
IDUS105345,F3A3_1,1,Extreme Right,6,right,-5,0.3809523809523809,-0.8333333333333334,-0.3174603174603174
IDUS105345,F3A6_1,1,Extreme Right,1,left,0,0.3809523809523809,0.0,0.0
IDUS105345,F3A6_1,1,Extreme Right,1,right,0,0.3809523809523809,0.0,0.0
IDUS105345,F3A7_1,1,Extreme Right,1,left,0,0.3809523809523809,0.0,0.0
IDUS105345,F3A7_1,1,Extreme Right,1,right,0,0.3809523809523809,0.0,0.0
IDUS105345,F3A8_1,1,Extreme Right,1,left,0,0.3809523809523809,0.0,0.0
IDUS105345,F3A8_1,1,Extreme Right,1,right,0,0.3809523809523809,0.0,0.0
IDUS106103,F1A10_1,7,Extreme Left,7,left,0,0.2857142857142857,0.0,0.0
IDUS106103,F1A10_1,7,Extreme Left,7,right,0,0.2857142857142857,0.0,0.0
IDUS106103,F2A6,4,Extreme Left,4,left,0,0.2857142857142857,0.0,0.0
IDUS106103,F2A6,4,Extreme Left,4,right,0,0.2857142857142857,0.0,0.0
IDUS106103,F2A7,4,Extreme Left,2,left,2,0.2857142857142857,0.5,0.14285714285714285
IDUS106103,F2A7,4,Extreme Left,2,right,2,0.2857142857142857,0.5,0.14285714285714285
IDUS106103,F2A9,5,Extreme Left,5,left,0,0.2857142857142857,0.0,0.0
IDUS106103,F2A9,5,Extreme Left,2,right,3,0.2857142857142857,0.75,0.21428571428571427
IDUS106103,F3A3_1,6,Extreme Left,6,left,0,0.2857142857142857,0.0,0.0
IDUS106103,F3A3_1,6,Extreme Left,7,right,-1,0.2857142857142857,-0.16666666666666666,-0.047619047619047616
IDUS106103,F3A6_1,7,Extreme Left,5,left,-2,0.2857142857142857,-0.3333333333333333,-0.09523809523809523
IDUS106103,F3A6_1,7,Extreme Left,6,right,-1,0.2857142857142857,-0.16666666666666666,-0.047619047619047616
IDUS106103,F3A7_1,6,Extreme Left,7,left,-1,0.2857142857142857,-0.16666666666666666,-0.047619047619047616
IDUS106103,F3A7_1,6,Extreme Left,7,right,-1,0.2857142857142857,-0.16666666666666666,-0.047619047619047616
IDUS106103,F3A8_1,6,Extreme Left,6,left,0,0.2857142857142857,0.0,0.0
IDUS106103,F3A8_1,6,Extreme Left,1,right,-5,0.2857142857142857,-0.8333333333333334,-0.23809523809523808
IDUS107320,F1A10_1,6,Extreme Left,7,left,-1,0.4705882352941176,-0.16666666666666666,-0.07843137254901959
IDUS107320,F1A10_1,6,Extreme Left,7,right,-1,0.4705882352941176,-0.16666666666666666,-0.07843137254901959
IDUS107320,F2A6,4,Extreme Left,1,left,3,0.4705882352941176,0.75,0.3529411764705882
IDUS107320,F2A6,4,Extreme Left,1,right,3,0.4705882352941176,0.75,0.3529411764705882
IDUS107320,F2A7,4,Extreme Left,3,left,1,0.4705882352941176,0.25,0.1176470588235294
IDUS107320,F2A7,4,Extreme Left,5,right,1,0.4705882352941176,0.25,0.1176470588235294
IDUS107320,F2A9,5,Extreme Left,5,left,0,0.4705882352941176,0.0,0.0
IDUS107320,F2A9,5,Extreme Left,4,right,1,0.4705882352941176,0.25,0.1176470588235294
IDUS107320,F3A3_1,6,Extreme Left,7,left,-1,0.4705882352941176,-0.16666666666666666,-0.07843137254901959
IDUS107320,F3A3_1,6,Extreme Left,6,right,0,0.4705882352941176,0.0,0.0
IDUS107320,F3A6_1,7,Extreme Left,7,left,0,0.4705882352941176,0.0,0.0
IDUS107320,F3A6_1,7,Extreme Left,7,right,0,0.4705882352941176,0.0,0.0
IDUS107320,F3A7_1,7,Extreme Left,7,left,0,0.4705882352941176,0.0,0.0
IDUS107320,F3A7_1,7,Extreme Left,7,right,0,0.4705882352941176,0.0,0.0
IDUS107320,F3A8_1,7,Extreme Left,7,left,0,0.4705882352941176,0.0,0.0
IDUS107320,F3A8_1,7,Extreme Left,7,right,0,0.4705882352941176,0.0,0.0
IDUS106240,F1A10_1,7,Extreme Left,7,left,0,0.32,0.0,0.0
IDUS106240,F1A10_1,7,Extreme Left,7,right,0,0.32,0.0,0.0
IDUS106240,F2A6,4,Extreme Left,1,left,3,0.32,0.75,0.24
IDUS106240,F2A6,4,Extreme Left,4,right,0,0.32,0.0,0.0
IDUS106240,F2A7,4,Extreme Left,1,left,3,0.32,0.75,0.24
IDUS106240,F2A7,4,Extreme Left,4,right,0,0.32,0.0,0.0
IDUS106240,F2A9,5,Extreme Left,5,left,0,0.32,0.0,0.0
IDUS106240,F2A9,5,Extreme Left,5,right,0,0.32,0.0,0.0
IDUS106240,F3A3_1,6,Extreme Left,5,left,-1,0.32,-0.16666666666666666,-0.05333333333333333
IDUS106240,F3A3_1,6,Extreme Left,6,right,0,0.32,0.0,0.0
IDUS106240,F3A6_1,7,Extreme Left,7,left,0,0.32,0.0,0.0
IDUS106240,F3A6_1,7,Extreme Left,7,right,0,0.32,0.0,0.0
IDUS106240,F3A7_1,5,Extreme Left,7,left,-2,0.32,-0.3333333333333333,-0.10666666666666666
IDUS106240,F3A7_1,5,Extreme Left,5,right,0,0.32,0.0,0.0
IDUS106240,F3A8_1,7,Extreme Left,6,left,-1,0.32,-0.16666666666666666,-0.05333333333333333
IDUS106240,F3A8_1,7,Extreme Left,7,right,0,0.32,0.0,0.0
IDUS106278,F1A10_1,7,Extreme Right,6,left,-1,0.2285714285714285,-0.16666666666666666,-0.038095238095238085
IDUS106278,F1A10_1,7,Extreme Right,5,right,-2,0.2285714285714285,-0.3333333333333333,-0.07619047619047617
IDUS106278,F2A6,5,Extreme Right,5,left,0,0.2285714285714285,0.0,0.0
IDUS106278,F2A6,5,Extreme Right,5,right,0,0.2285714285714285,0.0,0.0
IDUS106278,F2A7,2,Extreme Right,5,left,3,0.2285714285714285,0.75,0.17142857142857137
IDUS106278,F2A7,2,Extreme Right,2,right,0,0.2285714285714285,0.0,0.0
IDUS106278,F2A9,2,Extreme Right,2,left,0,0.2285714285714285,0.0,0.0
IDUS106278,F2A9,2,Extreme Right,5,right,3,0.2285714285714285,0.75,0.17142857142857137
IDUS106278,F3A3_1,7,Extreme Right,1,left,-6,0.2285714285714285,-1.0,-0.2285714285714285
IDUS106278,F3A3_1,7,Extreme Right,6,right,-1,0.2285714285714285,-0.16666666666666666,-0.038095238095238085
IDUS106278,F3A6_1,1,Extreme Right,1,left,0,0.2285714285714285,0.0,0.0
IDUS106278,F3A6_1,1,Extreme Right,1,right,0,0.2285714285714285,0.0,0.0
IDUS106278,F3A7_1,1,Extreme Right,1,left,0,0.2285714285714285,0.0,0.0
IDUS106278,F3A7_1,1,Extreme Right,1,right,0,0.2285714285714285,0.0,0.0
IDUS106278,F3A8_1,1,Extreme Right,1,left,0,0.2285714285714285,0.0,0.0
IDUS106278,F3A8_1,1,Extreme Right,1,right,0,0.2285714285714285,0.0,0.0
IDUS108274,F1A10_1,6,Extreme Right,5,left,-1,0.5,-0.16666666666666666,-0.08333333333333333
IDUS108274,F1A10_1,6,Extreme Right,1,right,-5,0.5,-0.8333333333333334,-0.4166666666666667
IDUS108274,F2A6,5,Extreme Right,5,left,0,0.5,0.0,0.0
IDUS108274,F2A6,5,Extreme Right,5,right,0,0.5,0.0,0.0
IDUS108274,F2A7,2,Extreme Right,4,left,2,0.5,0.5,0.25
IDUS108274,F2A7,2,Extreme Right,2,right,0,0.5,0.0,0.0
IDUS108274,F2A9,4,Extreme Right,2,left,2,0.5,0.5,0.25
IDUS108274,F2A9,4,Extreme Right,5,right,1,0.5,0.25,0.125
IDUS108274,F3A3_1,7,Extreme Right,1,left,-6,0.5,-1.0,-0.5
IDUS108274,F3A3_1,7,Extreme Right,7,right,0,0.5,0.0,0.0
IDUS108274,F3A6_1,1,Extreme Right,1,left,0,0.5,0.0,0.0
IDUS108274,F3A6_1,1,Extreme Right,1,right,0,0.5,0.0,0.0
IDUS108274,F3A7_1,1,Extreme Right,1,left,0,0.5,0.0,0.0
IDUS108274,F3A7_1,1,Extreme Right,1,right,0,0.5,0.0,0.0
IDUS108274,F3A8_1,1,Extreme Right,1,left,0,0.5,0.0,0.0
IDUS108274,F3A8_1,1,Extreme Right,1,right,0,0.5,0.0,0.0
IDUS108306,F1A10_1,7,Extreme Left,7,left,0,0.32,0.0,0.0
IDUS108306,F1A10_1,7,Extreme Left,7,right,0,0.32,0.0,0.0
IDUS108306,F2A6,5,Extreme Left,5,left,0,0.32,0.0,0.0
IDUS108306,F2A6,5,Extreme Left,2,right,3,0.32,0.75,0.24
IDUS108306,F2A7,4,Extreme Left,4,left,0,0.32,0.0,0.0
IDUS108306,F2A7,4,Extreme Left,4,right,0,0.32,0.0,0.0
IDUS108306,F2A9,5,Extreme Left,5,left,0,0.32,0.0,0.0
IDUS108306,F2A9,5,Extreme Left,5,right,0,0.32,0.0,0.0
IDUS108306,F3A3_1,5,Extreme Left,6,left,-1,0.32,-0.16666666666666666,-0.05333333333333333
IDUS108306,F3A3_1,5,Extreme Left,5,right,0,0.32,0.0,0.0
IDUS108306,F3A6_1,7,Extreme Left,7,left,0,0.32,0.0,0.0
IDUS108306,F3A6_1,7,Extreme Left,7,right,0,0.32,0.0,0.0
IDUS108306,F3A7_1,7,Extreme Left,7,left,0,0.32,0.0,0.0
IDUS108306,F3A7_1,7,Extreme Left,6,right,-1,0.32,-0.16666666666666666,-0.05333333333333333
IDUS108306,F3A8_1,7,Extreme Left,7,left,0,0.32,0.0,0.0
IDUS108306,F3A8_1,7,Extreme Left,5,right,-2,0.32,-0.3333333333333333,-0.10666666666666666
IDUS108712,F1A10_1,7,Extreme Right,5,left,-2,0.3809523809523809,-0.3333333333333333,-0.12698412698412695
IDUS108712,F1A10_1,7,Extreme Right,2,right,-5,0.3809523809523809,-0.8333333333333334,-0.3174603174603174
IDUS108712,F2A6,1,Extreme Right,5,left,4,0.3809523809523809,1.0,0.3809523809523809
IDUS108712,F2A6,1,Extreme Right,5,right,4,0.3809523809523809,1.0,0.3809523809523809
IDUS108712,F2A7,1,Extreme Right,5,left,4,0.3809523809523809,1.0,0.3809523809523809
IDUS108712,F2A7,1,Extreme Right,2,right,1,0.3809523809523809,0.25,0.09523809523809522
IDUS108712,F2A9,4,Extreme Right,2,left,2,0.3809523809523809,0.5,0.19047619047619044
IDUS108712,F2A9,4,Extreme Right,5,right,1,0.3809523809523809,0.25,0.09523809523809522
IDUS108712,F3A3_1,3,Extreme Right,2,left,-1,0.3809523809523809,-0.16666666666666666,-0.06349206349206347
IDUS108712,F3A3_1,3,Extreme Right,6,right,-3,0.3809523809523809,-0.5,-0.19047619047619044
IDUS108712,F3A6_1,1,Extreme Right,1,left,0,0.3809523809523809,0.0,0.0
IDUS108712,F3A6_1,1,Extreme Right,1,right,0,0.3809523809523809,0.0,0.0
IDUS108712,F3A7_1,1,Extreme Right,1,left,0,0.3809523809523809,0.0,0.0
IDUS108712,F3A7_1,1,Extreme Right,1,right,0,0.3809523809523809,0.0,0.0
IDUS108712,F3A8_1,1,Extreme Right,1,left,0,0.3809523809523809,0.0,0.0
IDUS108712,F3A8_1,1,Extreme Right,1,right,0,0.3809523809523809,0.0,0.0
IDUS109286,F1A10_1,7,Extreme Left,7,left,0,0.3478260869565217,0.0,0.0
IDUS109286,F1A10_1,7,Extreme Left,7,right,0,0.3478260869565217,0.0,0.0
IDUS109286,F2A6,5,Extreme Left,5,left,0,0.3478260869565217,0.0,0.0
IDUS109286,F2A6,5,Extreme Left,2,right,3,0.3478260869565217,0.75,0.26086956521739124
IDUS109286,F2A7,4,Extreme Left,1,left,3,0.3478260869565217,0.75,0.26086956521739124
IDUS109286,F2A7,4,Extreme Left,3,right,1,0.3478260869565217,0.25,0.08695652173913042
IDUS109286,F2A9,4,Extreme Left,4,left,0,0.3478260869565217,0.0,0.0
IDUS109286,F2A9,4,Extreme Left,1,right,3,0.3478260869565217,0.75,0.26086956521739124
IDUS109286,F3A3_1,6,Extreme Left,4,left,-2,0.3478260869565217,-0.3333333333333333,-0.11594202898550722
IDUS109286,F3A3_1,6,Extreme Left,4,right,-2,0.3478260869565217,-0.3333333333333333,-0.11594202898550722
IDUS109286,F3A6_1,7,Extreme Left,7,left,0,0.3478260869565217,0.0,0.0
IDUS109286,F3A6_1,7,Extreme Left,7,right,0,0.3478260869565217,0.0,0.0
IDUS109286,F3A7_1,7,Extreme Left,7,left,0,0.3478260869565217,0.0,0.0
IDUS109286,F3A7_1,7,Extreme Left,7,right,0,0.3478260869565217,0.0,0.0
IDUS109286,F3A8_1,6,Extreme Left,7,left,-1,0.3478260869565217,-0.16666666666666666,-0.05797101449275361
IDUS109286,F3A8_1,6,Extreme Left,5,right,-1,0.3478260869565217,-0.16666666666666666,-0.05797101449275361
